"No.","Time","Source","Destination","Protocol","Length","Info"
"6976","41.720119","192.168.100.102","192.168.100.1","ICMP","98","Echo (ping) reply    id=0x6f27, seq=0/0, ttl=128 (request in 6975)"
"6977","41.744060","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"6978","41.745066","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"6979","41.745066","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"6980","41.745128","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"6981","41.745128","192.168.100.1","192.168.100.102","UDP","1260","57128  >  10920 Len=1218"
"6982","41.748391","192.168.100.1","192.168.100.255","UDP","86","46573  >  8668 Len=44"
"6983","41.757925","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"6984","41.773655","192.168.100.1","192.168.100.102","TCP","534","8888  >  65382 [PSH, ACK] Seq=73927 Ack=348 Win=14600 Len=480"
"6985","41.785600","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"6986","41.786658","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"6987","41.786658","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"6988","41.786658","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"6989","41.786658","192.168.100.1","192.168.100.102","UDP","1414","57128  >  10920 Len=1372"
"6990","41.808496","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"6991","41.816921","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"6992","41.816921","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"6993","41.817119","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"6994","41.817119","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"6995","41.817935","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"6996","41.817935","192.168.100.1","192.168.100.102","UDP","87","57128  >  10920 Len=45"
"6997","41.824406","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=348 Ack=74407 Win=64512 Len=0"
"6998","41.827419","192.168.100.1","192.168.100.102","TCP","278","8888  >  65382 [PSH, ACK] Seq=74407 Ack=348 Win=14600 Len=224"
"6999","41.849762","192.168.100.102","192.168.100.1","DNS","98","Standard query 0x0d6f A telemetry.individual.githubcopilot.com"
"7000","41.853460","192.168.100.1","192.168.100.102","DNS","98","Standard query response 0x0d6f Refused A telemetry.individual.githubcopilot.com"
"7001","41.859053","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"7002","41.859156","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7003","41.859156","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7004","41.859296","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7005","41.859296","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7006","41.860202","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7007","41.860202","192.168.100.1","192.168.100.102","UDP","1166","57128  >  10920 Len=1124"
"7008","41.870167","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=348 Ack=74631 Win=64256 Len=0"
"7009","41.874245","192.168.100.1","192.168.100.102","TCP","134","8888  >  65382 [PSH, ACK] Seq=74631 Ack=348 Win=14600 Len=80"
"7010","41.900906","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7011","41.900906","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7012","41.900906","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7013","41.901045","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7014","41.901958","192.168.100.1","192.168.100.102","UDP","1283","57128  >  10920 Len=1241"
"7015","41.909508","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"7016","41.916133","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=348 Ack=74711 Win=64256 Len=0"
"7017","41.919401","192.168.100.1","192.168.100.102","TCP","174","8888  >  65382 [PSH, ACK] Seq=74711 Ack=348 Win=14600 Len=120"
"7018","41.942193","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7019","41.942193","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7020","41.942193","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7021","41.942193","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7022","41.942340","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7023","41.942340","192.168.100.1","192.168.100.102","UDP","862","57128  >  10920 Len=820"
"7024","41.959911","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"7025","41.962173","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=348 Ack=74831 Win=64256 Len=0"
"7026","41.965415","192.168.100.1","192.168.100.102","TCP","134","8888  >  65382 [PSH, ACK] Seq=74831 Ack=348 Win=14600 Len=80"
"7027","41.982265","192.168.100.1","192.168.100.102","UDP","79","57128  >  10920 Len=37"
"7028","41.982265","192.168.100.1","192.168.100.102","UDP","58","57128  >  10920 Len=16"
"7029","41.982265","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7030","41.983628","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7031","41.983628","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7032","41.983700","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7033","41.984704","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7034","41.984704","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7035","41.985968","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7036","41.985968","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7037","41.986051","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7038","41.987346","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7039","41.988338","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7040","41.988338","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7041","41.988410","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7042","41.989611","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7043","41.990647","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7044","41.990647","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7045","41.990715","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7046","41.992208","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7047","41.994064","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7048","41.995587","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7049","41.996366","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7050","41.996366","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7051","41.997466","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7052","41.998918","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7053","41.998918","192.168.100.1","192.168.100.102","UDP","737","57128  >  10920 Len=695"
"7054","42.009525","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=348 Ack=74911 Win=64000 Len=0"
"7055","42.010688","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"7056","42.013971","192.168.100.1","192.168.100.102","TCP","134","8888  >  65382 [PSH, ACK] Seq=74911 Ack=348 Win=14600 Len=80"
"7057","42.022333","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7058","42.022333","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7059","42.022476","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7060","42.022476","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7061","42.023429","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7062","42.023429","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7063","42.023489","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7064","42.023489","192.168.100.1","192.168.100.102","UDP","115","57128  >  10920 Len=73"
"7065","42.054972","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=348 Ack=74991 Win=64000 Len=0"
"7066","42.056649","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7067","42.057052","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7068","42.058259","192.168.100.1","192.168.100.102","TCP","134","8888  >  65382 [PSH, ACK] Seq=74991 Ack=348 Win=14600 Len=80"
"7069","42.059424","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7070","42.059424","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7071","42.059479","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7072","42.061006","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"7073","42.061014","192.168.100.1","192.168.100.102","UDP","300","57128  >  10920 Len=258"
"7074","42.096162","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7075","42.096162","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7076","42.097325","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7077","42.097325","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7078","42.098617","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7079","42.098617","192.168.100.1","192.168.100.102","UDP","1038","57128  >  10920 Len=996"
"7080","42.100157","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=348 Ack=75071 Win=65280 Len=0"
"7081","42.104896","192.168.100.1","192.168.100.102","TCP","174","8888  >  65382 [PSH, ACK] Seq=75071 Ack=348 Win=14600 Len=120"
"7082","42.111544","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"7083","42.127080","192.168.100.102","192.168.100.1","UDP","51","54930  >  8085 Len=9"
"7084","42.141419","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7085","42.141419","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7086","42.142485","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7087","42.142485","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7088","42.143577","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7089","42.143577","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7090","42.143633","192.168.100.1","192.168.100.102","UDP","1054","57128  >  10920 Len=1012"
"7091","42.146447","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=348 Ack=75191 Win=65280 Len=0"
"7092","42.149693","192.168.100.1","192.168.100.102","TCP","134","8888  >  65382 [PSH, ACK] Seq=75191 Ack=348 Win=14600 Len=80"
"7093","42.162051","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"7094","42.182850","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7095","42.184350","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7096","42.184350","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7097","42.184418","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7098","42.184418","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7099","42.185421","192.168.100.1","192.168.100.102","UDP","1001","57128  >  10920 Len=959"
"7100","42.192471","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=348 Ack=75271 Win=65280 Len=0"
"7101","42.195760","192.168.100.1","192.168.100.102","TCP","240","8888  >  65382 [PSH, ACK] Seq=75271 Ack=348 Win=14600 Len=186"
"7102","42.212503","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"7103","42.225359","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7104","42.225359","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7105","42.226573","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7106","42.226573","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7107","42.226687","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7108","42.226687","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7109","42.226687","192.168.100.1","192.168.100.102","UDP","506","57128  >  10920 Len=464"
"7110","42.241386","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=348 Ack=75457 Win=65024 Len=0"
"7111","42.245206","192.168.100.1","192.168.100.102","TCP","174","8888  >  65382 [PSH, ACK] Seq=75457 Ack=348 Win=14600 Len=120"
"7112","42.262978","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"7113","42.267304","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7114","42.267304","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7115","42.267400","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7116","42.267400","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7117","42.268456","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7118","42.268456","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7119","42.268543","192.168.100.1","192.168.100.102","UDP","855","57128  >  10920 Len=813"
"7120","42.300337","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=348 Ack=75577 Win=65024 Len=0"
"7121","42.302622","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7122","42.302622","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7123","42.302773","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7124","42.303614","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7125","42.303614","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7126","42.303614","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7127","42.303614","192.168.100.1","192.168.100.102","UDP","103","57128  >  10920 Len=61"
"7128","42.303684","192.168.100.1","192.168.100.102","TCP","174","8888  >  65382 [PSH, ACK] Seq=75577 Ack=348 Win=14600 Len=120"
"7129","42.313411","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"7130","42.341403","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7131","42.341403","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7132","42.342389","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7133","42.342389","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7134","42.342389","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7135","42.342513","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7136","42.342513","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7137","42.342513","192.168.100.1","192.168.100.102","UDP","279","57128  >  10920 Len=237"
"7138","42.347035","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=348 Ack=75697 Win=64768 Len=0"
"7139","42.350082","192.168.100.1","192.168.100.102","TCP","134","8888  >  65382 [PSH, ACK] Seq=75697 Ack=348 Win=14600 Len=80"
"7140","42.363861","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"7141","42.382157","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7142","42.383297","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7143","42.383297","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7144","42.383297","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7145","42.383377","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7146","42.383377","192.168.100.1","192.168.100.102","UDP","747","57128  >  10920 Len=705"
"7147","42.393905","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=348 Ack=75777 Win=64768 Len=0"
"7148","42.396854","192.168.100.1","192.168.100.102","TCP","134","8888  >  65382 [PSH, ACK] Seq=75777 Ack=348 Win=14600 Len=80"
"7149","42.414246","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"7150","42.424684","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7151","42.424684","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7152","42.425101","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7153","42.425650","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7154","42.425650","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7155","42.425737","192.168.100.1","192.168.100.102","UDP","894","57128  >  10920 Len=852"
"7156","42.439949","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=348 Ack=75857 Win=64512 Len=0"
"7157","42.445408","192.168.100.1","192.168.100.102","TCP","174","8888  >  65382 [PSH, ACK] Seq=75857 Ack=348 Win=14600 Len=120"
"7158","42.464549","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"7159","42.465225","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7160","42.465225","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7161","42.465335","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7162","42.465335","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7163","42.466337","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7164","42.466337","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7165","42.466390","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7166","42.466390","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7167","42.466390","192.168.100.1","192.168.100.102","UDP","105","57128  >  10920 Len=63"
"7168","42.487414","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=348 Ack=75977 Win=64512 Len=0"
"7169","42.491067","192.168.100.1","192.168.100.102","TCP","134","8888  >  65382 [PSH, ACK] Seq=75977 Ack=348 Win=14600 Len=80"
"7170","42.499564","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7171","42.501130","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7172","42.501130","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7173","42.501205","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7174","42.501205","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7175","42.501205","192.168.100.1","192.168.100.102","UDP","496","57128  >  10920 Len=454"
"7176","42.514969","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"7177","42.534899","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=348 Ack=76057 Win=64512 Len=0"
"7178","42.538584","192.168.100.1","192.168.100.102","TCP","174","8888  >  65382 [PSH, ACK] Seq=76057 Ack=348 Win=14600 Len=120"
"7179","42.541858","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7180","42.541858","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7181","42.541987","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7182","42.544711","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7183","42.545857","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7184","42.545857","192.168.100.1","192.168.100.102","UDP","751","57128  >  10920 Len=709"
"7185","42.565570","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"7186","42.582199","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=348 Ack=76177 Win=64256 Len=0"
"7187","42.585240","192.168.100.1","192.168.100.102","TCP","134","8888  >  65382 [PSH, ACK] Seq=76177 Ack=348 Win=14600 Len=80"
"7188","42.586192","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7189","42.586192","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7190","42.586310","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7191","42.586310","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7192","42.587317","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7193","42.587317","192.168.100.1","192.168.100.102","UDP","619","57128  >  10920 Len=577"
"7194","42.615942","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"7195","42.617990","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7196","42.617990","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7197","42.617990","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7198","42.618103","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7199","42.618103","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7200","42.618103","192.168.100.1","192.168.100.102","UDP","579","57128  >  10920 Len=537"
"7201","42.629103","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=348 Ack=76257 Win=64256 Len=0"
"7202","42.632442","192.168.100.1","192.168.100.102","TCP","134","8888  >  65382 [PSH, ACK] Seq=76257 Ack=348 Win=14600 Len=80"
"7203","42.658493","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7204","42.658493","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7205","42.658652","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7206","42.658652","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7207","42.659584","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7208","42.659584","192.168.100.1","192.168.100.102","UDP","562","57128  >  10920 Len=520"
"7209","42.666279","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"7210","42.675165","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=348 Ack=76337 Win=64256 Len=0"
"7211","42.678087","192.168.100.1","192.168.100.102","TCP","174","8888  >  65382 [PSH, ACK] Seq=76337 Ack=348 Win=14600 Len=120"
"7212","42.699272","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7213","42.700324","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7214","42.700324","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7215","42.700389","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7216","42.700389","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7217","42.700389","192.168.100.1","192.168.100.102","UDP","793","57128  >  10920 Len=751"
"7218","42.716652","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"7219","42.721639","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=348 Ack=76457 Win=64000 Len=0"
"7220","42.725572","192.168.100.1","192.168.100.102","TCP","134","8888  >  65382 [PSH, ACK] Seq=76457 Ack=348 Win=14600 Len=80"
"7221","42.741757","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7222","42.741757","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7223","42.741881","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7224","42.741881","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7225","42.742806","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7226","42.742806","192.168.100.1","192.168.100.102","UDP","435","57128  >  10920 Len=393"
"7227","42.767027","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"7228","42.768752","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=348 Ack=76537 Win=65280 Len=0"
"7229","42.773510","192.168.100.1","192.168.100.102","TCP","134","8888  >  65382 [PSH, ACK] Seq=76537 Ack=348 Win=14600 Len=80"
"7230","42.786818","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7231","42.786818","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7232","42.786936","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7233","42.786936","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7234","42.787864","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7235","42.787864","192.168.100.1","192.168.100.102","UDP","479","57128  >  10920 Len=437"
"7236","42.815507","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=348 Ack=76617 Win=65280 Len=0"
"7237","42.817963","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"7238","42.819049","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7239","42.821892","192.168.100.1","192.168.100.102","TCP","278","8888  >  65382 [PSH, ACK] Seq=76617 Ack=348 Win=14600 Len=224"
"7240","42.821892","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7241","42.822076","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7242","42.822887","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7243","42.822887","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"7244","42.822942","192.168.100.1","192.168.100.102","UDP","936","57128  >  10920 Len=894"
"7245","42.861940","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=348 Ack=76841 Win=65024 Len=0"
"7246","42.868427","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"7247","42.918832","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"7248","42.969279","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"7249","42.977233","192.168.100.1","192.168.100.102","ICMP","98","Echo (ping) request  id=0x8827, seq=0/0, ttl=64 (reply in 7251)"
